BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,SOURCE,CMPLX_NUM,LIVING_GBA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,WARD,SQUARE,X,Y,QUADRANT
2,1,Hot Water Rad,N,1.0,8,3,1908.0,2013.0,1960,2.0,2008-11-04 00:00:00,350260.0,U,1,1646.0,1,2 Story,Row Inside,Good Quality,Average,Brick/Siding,Metal- Sms,Hardwood,1.0,1,11,1437,2018-07-22 18:01:43,Residential,,,210 10TH STREET SE,WASHINGTON,DC,20003.0,18S UJ 27191 06150,38.8872408,-76.99242641,Capitol Hill,009 B Capitol Hill,6700.0,006700 3007,Ward 6,969.0,-76.99212900306317,38.88690841549965,SE
3,1,Forced Air,Y,1.0,9,6,1923.0,2000.0,1992,2.5,2006-06-08 00:00:00,1675000.0,Q,1,2644.0,1,2.5 Story Fin,Row End,Superior,Good,Common Brick,Slate,Hardwood,1.0,2,11,5980,2018-07-22 18:01:43,Residential,,,3245 KLINGLE ROAD NW,WASHINGTON,DC,20008.0,18S UJ 20940 11091,38.93048405,-77.06574699,Cleveland Park,,502.0,000502 1007,Ward 3,2098.0,-77.06518725442427,38.930492287977344,NW
1,1,Forced Air,Y,1.0,6,3,2008.0,2013.0,2011,2.0,2014-07-29 00:00:00,212000.0,Q,3,930.0,1,2 Story,Semi-Detached,Above Average,Good,Brick/Siding,Comp Shingle,Carpet,1.0,0,13,3072,2018-07-22 18:01:43,Residential,,,5019 BENNING ROAD SE,WASHINGTON,DC,20019.0,18S UJ 32441 05020,38.87808105,-76.93165074,Fort Dupont Park,022 C Fort Dupont Park,7707.0,007707 1006,Ward 7,5362.0,-76.93282272448873,38.87770451936841,SE
1,0,Ht Pump,Y,,2,1,1988.0,,1988,,1998-11-16 00:00:00,,U,1,,1,,,,,,,,,0,17,145,2018-07-22 18:01:38,Condominium,1059.0,464.0,,,,20392.0,,38.92066119,-77.06729261,Observatory Circle,,400.0,,Ward 3,1299.0,-77.06729491749634,38.920668646456015,NW
6,2,Warm Cool,Y,1.0,13,6,1924.0,1998.0,1976,2.0,1998-12-07 00:00:00,600000.0,Q,1,5847.0,1,2 Story,Semi-Detached,Superior,Good,Stucco,Clay Tile,Hardwood,2.0,3,13,38169,2018-07-22 18:01:43,Residential,,,3907 MANSION DRIVE NW,WASHINGTON,DC,20007.0,18S UJ 19782 09453,38.91549027,-77.07866669,Burleith,008 B Burleith,300.0,000300 3006,Ward 2,1320.0,-77.07729657267994,38.91595936217581,NW
1,0,Ht Pump,Y,,3,1,1989.0,2005.0,1989,,2017-03-29 00:00:00,363500.0,Q,3,,1,,,,,,,,,0,17,235,2018-07-22 18:01:38,Condominium,1658.0,575.0,,,,20016.0,,38.93606952,-77.07394579000002,Cleveland Park,,1002.0,,Ward 3,1819.0,-77.0739480932975,38.93607697723925,NW
2,1,Warm Cool,Y,1.0,7,4,1926.0,,1957,2.0,2010-01-22 00:00:00,,U,1,1872.0,1,2 Story,Single,Good Quality,Average,Wood Siding,Slate,Hardwood,1.0,1,12,6500,2018-07-22 18:01:43,Residential,,,3212 MCKINLEY STREET NW,WASHINGTON,DC,20015.0,18S UJ 21129 14887,38.96470536,-77.06456227,Chevy Chase,011 C Chevy Chase,1401.0,001401 1005,Ward 4,2023.0,-77.06514888621888,38.964506061427976,NW
1,0,Ht Pump,Y,,5,2,1919.0,1998.0,1900,,2014-05-21 00:00:00,430480.0,Q,4,,1,,,,,,,,,1,16,304,2018-07-22 18:01:38,Condominium,1090.0,864.0,,,,20008.0,,38.92647513,-77.05237042,Garfield,,501.0,,Ward 3,2208.0,-77.05237271356978,38.92648259200006,NW
3,1,Hot Water Rad,Y,,6,3,1910.0,1974.0,1910,,2011-01-11 00:00:00,,U,1,,1,,,,,,,,,0,17,573,2018-07-22 18:01:38,Condominium,1099.0,1971.0,,,,20008.0,,38.91767744,-77.04916163,Kalorama,029 A Kalorama,4100.0,,Ward 2,2527.0,-77.04916392156603,38.917684894678075,NW
1,1,Forced Air,N,1.0,5,2,1941.0,1992.0,1943,2.0,2007-04-18 00:00:00,232000.0,Q,1,800.0,1,2 Story,Semi-Detached,Average,Fair,Common Brick,Built Up,Hardwood,1.0,0,13,2027,2018-07-22 18:01:43,Residential,,,3317 18TH PLACE SE,WASHINGTON,DC,20020.0,18S UJ 28382 01759,38.84794836,-76.97760104,Randle Heights,043 C Randle Heights,7403.0,007403 1005,Ward 8,5901.0,-76.9778269937126,38.847424741172986,SE
1,0,Wall Furnace,Y,,3,1,1965.0,,2002,,2002-05-15 00:00:00,62995.0,Q,1,,1,,,,,,,,,0,16,790,2018-07-22 18:01:38,Condominium,1481.0,578.0,,,,20020.0,,38.86374456,-76.97586290000002,Randle Heights,043 B Randle Heights,7504.0,,Ward 8,5763.0,-76.97586517005423,38.863752006846745,SE
1,0,Hot Water Rad,N,1.0,7,4,1900.0,,1969,3.0,2017-03-06 00:00:00,1405000.0,U,2,3000.0,1,3 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,1.0,1,11,1389,2018-07-22 18:01:43,Residential,,,1204 P STREET NW,WASHINGTON,DC,20005.0,18S UJ 24125 08686,38.90946644,-77.02841512,Old City 2,040 C Old City 2,5002.0,005002 3004,Ward 2,279.0,-77.02868743218231,38.90897909648716,NW
3,0,Hot Water Rad,Y,,4,3,1910.0,2011.0,1919,,2017-06-08 00:00:00,835000.0,Q,3,,1,,,,,,,,,0,16,842,2018-07-22 18:01:38,Condominium,5389.0,1685.0,,,,20009.0,,38.925982225,-77.02884596999998,Columbia Heights,015 E Columbia Heights,3600.0,,Ward 1,2856.0,-77.0288482572993,38.92598968176511,NW
2,0,Forced Air,Y,1.0,7,3,1916.0,2008.0,1969,2.0,2009-09-03 00:00:00,560000.0,Q,1,1772.0,1,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,11,1279,2018-07-22 18:01:43,Residential,,,710 8TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 26979 07497,38.8993282,-76.99521158,Old City 1,039 J Old City 1,8302.0,008302 1000,Ward 6,890.0,-76.99555070042545,38.899433542670394,NE
1,0,Ht Pump,Y,,4,2,1852.0,2007.0,1919,,2010-08-30 00:00:00,137000.0,Q,1,,1,,,,,,,,,0,16,883,2018-07-22 18:01:38,Condominium,1883.0,781.0,,,,20020.0,,38.85553763,-76.96734899,Randle Heights,043 B Randle Heights,7502.0,,Ward 8,5729.0,-76.9673512529903,38.855545077783006,SE
1,1,Ht Pump,Y,,4,1,1978.0,,1978,,2012-09-17 00:00:00,489200.0,Q,1,,1,,,,,,,,,0,17,189,2018-07-22 18:01:38,Condominium,1002.0,950.0,,,,20037.0,,38.90493997,-77.05357877,Central-tri 1,,5500.0,,Ward 2,14.0,-77.05358107080275,38.90494742018424,NW
5,1,Warm Cool,Y,1.0,8,5,1981.0,2015.0,1998,3.0,2011-03-30 00:00:00,1390000.0,Q,1,3159.0,1,3 Story,Row Inside,Excellent,Good,Common Brick,Metal- Sms,Hardwood,1.0,3,11,2175,2018-07-22 18:01:43,Residential,,,1642 35TH STREET NW,WASHINGTON,DC,20007.0,18S UJ 20575 09048,38.91200791,-77.06942767,Georgetown,025 A Georgetown,202.0,000202 1011,Ward 2,1292.0,-77.07121589045997,38.91204716932289,NW
2,1,Warm Cool,Y,1.0,10,4,1910.0,2006.0,1982,2.5,2010-06-16 00:00:00,712200.0,Q,1,2680.0,1,2.5 Story Fin,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1.0,0,12,4481,2018-07-22 18:01:43,Residential,,,1322 EMERSON STREET NW,WASHINGTON,DC,20011.0,18S UJ 23923 13141,38.94955,-77.03188838,16th Street Heights,049 B 16th Street Heights,2002.0,002002 1012,Ward 4,2808.0,-77.03101853142145,38.949187779040926,NW
1,0,Warm Cool,Y,1.0,5,2,1949.0,,1959,2.0,,,U,1,880.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,13,2304,2018-07-22 18:01:43,Residential,,,239 ANACOSTIA AVENUE NE,WASHINGTON,DC,20019.0,18S UJ 29968 06720,38.89291553,-76.96057369,Lily Ponds,032 B Lily Ponds,9604.0,009604 1005,Ward 7,5001.0,-76.95910482502191,38.89260829064664,NE
2,1,Forced Air,Y,,4,2,2005.0,2005.0,2005,,2007-03-08 00:00:00,,U,1,,1,,,,,,,,,0,16,572,2018-07-22 18:01:38,Condominium,2828.0,1362.0,,,,20001.0,,38.90803021000001,-77.024776935,Old City 2,040 C Old City 2,4902.0,,Ward 2,367.0,-77.02477922980405,38.90803766878695,NW
2,0,Forced Air,Y,1.0,5,3,1941.0,2016.0,1964,2.0,2016-04-18 00:00:00,180000.0,Q,3,928.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1478,2018-07-22 18:01:43,Residential,,,4930 JUST STREET NE,WASHINGTON,DC,20019.0,18S UJ 32527 07715,38.90236321,-76.93132693,Deanwood,018 B Deanwood,7809.0,007809 1001,Ward 7,5176.0,-76.92872104435122,38.90267575000168,NE
2,1,Hot Water Rad,N,2.0,8,4,1900.0,,1957,2.0,2017-09-01 00:00:00,1195000.0,Q,6,1464.0,1,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,24,1567,2018-07-22 18:01:43,Residential,,,458 M STREET NW,WASHINGTON,DC,20001.0,18S UJ 24964 08223,38.90546159,-77.01861773,Old City 2,040 B Old City 2,4802.0,004802 1006,Ward 6,514.0,-77.01831467229414,38.9054169621011,NW
1,0,Forced Air,N,1.0,5,2,1900.0,1984.0,1967,2.0,,,U,1,1040.0,1,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1.0,1,11,631,2018-07-22 18:01:43,Residential,,,900 25TH STREET NW,WASHINGTON,DC,20037.0,18S UJ 21925 07776,38.90082746,-77.05353063,Foggy Bottom,,5600.0,005600 1008,Ward 2,16.0,-77.05414830104303,38.901216496416346,NW
4,0,Forced Air,Y,2.0,12,4,1941.0,2009.0,1964,2.0,2009-04-21 00:00:00,200000.0,U,1,2064.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,2.0,0,23,2494,2018-07-22 18:01:43,Residential,,,505 44TH STREET NE,WASHINGTON,DC,20019.0,18S UJ 31849 07005,38.89584071,-76.93896419,Deanwood,018 E Deanwood,7803.0,007803 2004,Ward 7,5131.0,-76.93836916593287,38.89659892189988,NE
3,0,Warm Cool,Y,3.0,12,7,1924.0,,1954,3.0,2018-06-07 00:00:00,975000.0,Q,4,3780.0,1,3 Story,Multi,Average,Average,Common Brick,Metal- Sms,Hardwood,3.0,0,23,2550,2018-07-22 18:01:43,Residential,,,4110 14TH STREET NW,WASHINGTON,DC,20011.0,18S UJ 23803 12233,38.94134638,-77.03303785,Columbia Heights,015 B Columbia Heights,2502.0,002502 4000,Ward 4,2696.0,-77.03343893786202,38.941439061897505,NW
1,0,Hot Water Rad,N,,3,1,1910.0,1983.0,1910,,2016-05-19 00:00:00,450000.0,Q,4,,1,,,,,,,,,0,17,371,2018-07-22 18:01:38,Condominium,1115.0,857.0,,,,20009.0,,38.91646431,-77.0450271,Kalorama,029 B Kalorama,4002.0,,Ward 1,2535.0,-77.0450293885699,38.91647176997599,NW
1,1,Hot Water Rad,Y,1.0,6,3,1922.0,1994.0,1967,2.0,2017-05-25 00:00:00,769500.0,Q,3,1512.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,11,2561,2018-07-22 18:01:43,Residential,,,1420 TAYLOR STREET NW,WASHINGTON,DC,20011.0,18S UJ 23750 12147,38.94056222,-77.03362484,Columbia Heights,015 B Columbia Heights,2502.0,002502 4002,Ward 4,2694.0,-77.03362714230765,38.94028114397533,NW
1,0,Forced Air,Y,,3,1,1959.0,2006.0,1959,,2012-07-05 00:00:00,249000.0,Q,1,,1,,,,,,,,,0,17,223,2018-07-22 18:01:38,Condominium,2838.0,620.0,,,,20024.0,,38.88082098,-77.01427073,Southwest Waterfront,,10500.0,,Ward 6,540.0,-77.0142730131491,38.8808284329871,SW
2,1,Forced Air,Y,1.0,6,3,2008.0,,2011,2.0,2009-09-29 00:00:00,315000.0,Q,1,1632.0,1,2 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Comp Shingle,Carpet,1.0,0,11,1581,2018-07-22 18:01:43,Residential,,,5031 IVORY WALTERS LANE SE,WASHINGTON,DC,20019.0,18S UJ 32580 05343,38.88101491,-76.93013549,Marshall Heights,033 B Marshall Heights,9904.0,009904 2009,Ward 7,5318.0,-76.93048704835654,38.881992086884615,SE
1,1,Forced Air,N,1.0,6,3,1951.0,1962.0,1961,2.0,2003-02-28 00:00:00,114220.0,Q,1,1088.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,13,1760,2018-07-22 18:01:43,Residential,,,619 FORRESTER STREET SE,WASHINGTON,DC,20032.0,18S UH 26527 99231,38.82479507,-76.99833466,Congress Heights,016 C Congress Heights,9811.0,009811 2006,Ward 8,6212.0,-76.99872654077944,38.82435975689582,SE
1,1,Forced Air,Y,1.0,6,3,1939.0,,1957,2.0,2017-09-28 00:00:00,265000.0,Q,2,900.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,13,2500,2018-07-22 18:01:43,Residential,,,1917 T STREET SE,WASHINGTON,DC,20020.0,18S UJ 28513 03906,38.86728863,-76.97663488,Randle Heights,043 A Randle Heights,7605.0,007605 1001,Ward 8,5617.0,-76.97691967584981,38.867674403806355,SE
1,0,Warm Cool,Y,1.0,6,2,1947.0,2008.0,1967,2.0,2008-07-21 00:00:00,215000.0,Q,1,1024.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,13,2012,2018-07-22 18:01:43,Residential,,,2314 SOUTHERN AVENUE SE,WASHINGTON,DC,20020.0,18S UJ 28973 01457,38.84531998,-76.97072561,Randle Heights,043 C Randle Heights,7409.0,007409 1002,Ward 8,5896.0,-76.97097069027605,38.84658350104903,SE
2,1,Hot Water Rad,N,1.0,6,2,1950.0,,1957,2.0,2007-07-20 00:00:00,737500.0,Q,1,1915.0,1,2 Story,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,12,4740,2018-07-22 18:01:43,Residential,,,4347 WINDOM PLACE NW,WASHINGTON,DC,20016.0,18S UJ 19251 12824,38.94574137,-77.08567449,American University,001 C American University,1001.0,001001 4008,Ward 3,1644.0,-77.0850863592643,38.94590779845015,NW
1,0,Ht Pump,Y,,3,1,1915.0,1979.0,1915,,2016-11-16 00:00:00,362500.0,Q,2,,1,,,,,,,,,0,17,85,2018-07-22 18:01:38,Condominium,2181.0,477.0,,,,20009.0,,38.91858185,-77.03566975,Old City 2,040 F Old City 2,4300.0,,Ward 1,188.0,-77.03567205177434,38.91858931113898,NW
3,0,Hot Water Rad,N,1.0,6,3,1917.0,,1960,2.0,,,U,1,1920.0,1,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,13,5226,2018-07-22 18:01:43,Residential,,,1314 GALLATIN STREET NW,WASHINGTON,DC,20011.0,18S UJ 24014 13373,38.95165181,-77.03089395,16th Street Heights,049 B 16th Street Heights,2002.0,002002 3009,Ward 4,2806.0,-77.03063618642344,38.951445049653415,NW
2,1,Forced Air,Y,1.0,6,3,2007.0,,2010,3.0,2006-10-11 00:00:00,,U,1,2040.0,1,3 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,11,1614,2018-07-22 18:01:43,Residential,,,3225 STANTON ROAD SE,WASHINGTON,DC,20020.0,18S UJ 28072 01867,38.84893471,-76.98124265,Randle Heights,043 D Randle Heights,7404.0,007404 2005,Ward 8,5890.0,-76.98178955344954,38.848252946312144,SE
1,1,Hot Water Rad,N,1.0,7,3,1939.0,2011.0,1964,2.0,2014-04-25 00:00:00,,U,2,992.0,1,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,2106,2018-07-22 18:01:43,Residential,,,1651 FORT DAVIS STREET SE,WASHINGTON,DC,20020.0,18S UJ 30958 03860,38.86734382,-76.94845511,Fort Dupont Park,022 D Fort Dupont Park,9902.0,009902 2003,Ward 7,5518.0,-76.94849544601094,38.86766211816344,SE
2,1,Forced Air,Y,1.0,6,3,1900.0,2017.0,1986,3.0,2018-03-14 00:00:00,1275000.0,Q,4,1278.0,1,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,0,11,1086,2018-07-22 18:01:43,Residential,,,206 11TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 27264 06712,38.89231337,-76.99173448,Old City 1,039 K Old City 1,8100.0,008100 2006,Ward 6,964.0,-76.99219980335529,38.892800431564226,NE
2,0,Hot Water Rad,N,2.0,7,1,1900.0,1979.0,1960,2.0,,,U,1,1192.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,2.0,2,24,866,2018-07-22 18:01:43,Residential,,,732 5TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 26588 07563,38.89984285,-76.99973670000001,Old City 1,039 J Old City 1,8301.0,008301 1001,Ward 6,809.0,-77.00002475760509,38.8996065871069,NE
2,1,Forced Air,Y,,4,2,2011.0,,2011,,2015-04-17 00:00:00,875000.0,Q,3,,1,,,,,,,,,0,16,962,2018-07-22 18:01:38,Condominium,4050.0,1923.0,,,,20001.0,,38.91184024,-77.01941998,Old City 2,040 B Old City 2,4801.0,,Ward 6,477.0,-77.01942226036955,38.911847694522244,NW
2,1,Forced Air,Y,2.0,8,3,1922.0,1995.0,1969,2.0,2009-09-04 00:00:00,549900.0,Q,1,1232.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,2.0,0,24,808,2018-07-22 18:01:43,Residential,,,722 G STREET NE,WASHINGTON,DC,20002.0,18S UJ 26971 07469,38.89907399,-76.99529333,Old City 1,039 J Old City 1,8302.0,008302 1000,Ward 6,890.0,-76.99555070042545,38.899433542670394,NE
2,1,Warm Cool,Y,1.0,7,4,1932.0,,1960,2.5,2011-07-22 00:00:00,998000.0,Q,1,2607.0,1,2.5 Story Fin,Single,Good Quality,Good,Wood Siding,Shake,Hardwood,1.0,1,12,15014,2018-07-22 18:01:43,Residential,,,6345 WESTERN AVENUE NW,WASHINGTON,DC,20015.0,18S UJ 20805 15905,38.97380375,-77.06856316,Chevy Chase,011 C Chevy Chase,1500.0,001500 5002,Ward 4,2005.0,-77.06788646783524,38.97325984377072,NW
3,1,Hot Water Rad,N,1.0,7,4,1927.0,1989.0,1960,2.25,2007-12-13 00:00:00,525000.0,U,1,2113.0,1,2 Story,Single,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,12,6250,2018-07-22 18:01:43,Residential,,,7604 ALASKA AVENUE NW,WASHINGTON,DC,20012.0,18S UJ 24281 16790,38.98247724,-77.02868995,Shepherd Heights,,1600.0,001600 3000,Ward 4,2958.0,-77.0288858056427,38.983109120976174,NW
2,0,Ht Pump,Y,,6,3,1976.0,1976.0,1976,,2017-02-14 00:00:00,,U,2,,1,,,,,,,,,0,16,804,2018-07-22 18:01:38,Condominium,2009.0,1513.0,,,,20037.0,,38.9016372,-77.05248123,Foggy Bottom,,5600.0,,Ward 2,28.0,-77.05248353533756,38.90164465416765,NW
2,1,Forced Air,Y,1.0,6,3,1907.0,2006.0,1967,2.0,2007-09-06 00:00:00,325000.0,U,1,1802.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,1,11,1575,2018-07-22 18:01:43,Residential,,,131 R STREET NE,WASHINGTON,DC,20002.0,18S UJ 26127 08963,38.91235794,-77.00540847,Eckington,019 B Eckington,8701.0,008701 1007,Ward 5,3522.0,-77.00557567244627,38.91213034799736,NE
1,0,Forced Air,Y,,3,1,1960.0,1979.0,1960,,2013-11-21 00:00:00,,U,1,,1,,,,,,,,,0,17,986,2018-07-22 18:01:38,Condominium,2430.0,950.0,,,,20007.0,,38.92528467,-77.08024404,Glover Park,,702.0,,Ward 3,1709.0,-77.0802463436271,38.9252921254426,NW
2,0,Ht Pump,Y,,4,2,2005.0,,2005,,2011-05-31 00:00:00,603800.0,Q,1,,1,,,,,,,,,0,17,359,2018-07-22 18:01:38,Condominium,3074.0,1097.0,,,,20016.0,,38.948745875,-77.081322025,American University,001 B American University,1001.0,,Ward 3,1730.0,-77.08132432916031,38.948753334817376,NW
1,0,Ht Pump,Y,,2,0,1965.0,,1965,,2010-05-04 00:00:00,2500000.0,U,1,,1,,,,,,,,,0,16,644,2018-07-22 18:01:38,Condominium,1794.0,444.0,,,,20032.0,,38.85425674,-76.9947128,Barry Farms,,10400.0,,Ward 8,5868.0,-76.9947150771583,38.854264354468214,SE
1,0,Hot Water Rad,Y,1.0,5,2,1947.0,,1957,2.0,2018-03-29 00:00:00,270000.0,Q,6,800.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Wood Floor,1.0,0,13,2548,2018-07-22 18:01:43,Residential,,,5429 CENTRAL AVENUE SE,WASHINGTON,DC,20019.0,18S UJ 33257 05904,38.88619376,-76.92246738,Marshall Heights,033 A Marshall Heights,9905.0,009905 2000,Ward 7,5290.0,-76.92141901139033,38.88583176740684,SE
1,0,Ht Pump,N,,3,1,1937.0,1976.0,1937,,2014-01-24 00:00:00,230000.0,Q,1,,1,,,,,,,,,0,17,588,2018-07-22 18:01:38,Condominium,1072.0,653.0,,,,20016.0,,38.9295415,-77.07581747,Observatory Circle,,701.0,,Ward 3,1815.0,-77.07581977858095,38.92954895562696,NW
3,0,Hot Water Rad,Y,2.0,9,5,1932.0,,1969,2.5,2010-08-12 00:00:00,880000.0,Q,1,1905.0,1,2.5 Story Fin,Row End,Good Quality,Average,Common Brick,Slate,Hardwood,2.0,1,11,3447,2018-07-22 18:01:43,Residential,,,3731 W STREET NW,WASHINGTON,DC,20007.0,18S UJ 20115 09874,38.91935648,-77.07494461,Glover Park,,300.0,000300 4007,Ward 3,1301.0,-77.07512949882778,38.92025155961024,NW
2,1,Warm Cool,Y,1.0,6,3,2008.0,,2011,2.0,2008-08-05 00:00:00,375000.0,Q,1,1476.0,1,2 Story,Semi-Detached,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,1,13,3000,2018-07-22 18:01:43,Residential,,,1800 GAINESVILLE STREET SE,WASHINGTON,DC,20020.0,18S UJ 28296 02591,38.85539694,-76.97880691,Randle Heights,043 B Randle Heights,7407.0,007407 1001,Ward 8,5821.0,-76.97848934864234,38.85639026165366,SE
1,0,Ht Pump,Y,,3,1,1989.0,2005.0,1989,,2007-04-10 00:00:00,,U,1,,1,,,,,,,,,0,17,227,2018-07-22 18:01:38,Condominium,1658.0,594.0,,,,20016.0,,38.93606952,-77.07394579000002,Cleveland Park,,1002.0,,Ward 3,1819.0,-77.0739480932975,38.93607697723925,NW
1,0,Ht Pump,Y,,4,1,1900.0,1998.0,1990,,2011-09-09 00:00:00,415100.0,Q,1,,1,,,,,,,,,1,16,345,2018-07-22 18:01:38,Condominium,1168.0,701.0,,,,20009.0,,38.921286285,-77.04270657,Kalorama,029 B Kalorama,4002.0,,Ward 1,2551.0,-77.04270886232679,38.921293740497305,NW
2,0,Ht Pump,Y,,4,2,1927.0,1980.0,1927,,2007-12-13 00:00:00,650000.0,Q,1,,1,,,,,,,,,0,17,295,2018-07-22 18:01:38,Condominium,1103.0,1028.0,,,,20008.0,,38.91677945,-77.04903307000002,Kalorama,029 A Kalorama,4100.0,,Ward 2,2528.0,-77.04903536419721,38.91678690579504,NW
1,0,Forced Air,Y,,3,1,1964.0,1980.0,1964,,1998-08-14 00:00:00,,U,1,,1,,,,,,,,,0,17,774,2018-07-22 18:01:38,Condominium,1080.0,768.0,,,,20008.0,,38.94449932,-77.06124775,Forest Hills,,1302.0,,Ward 3,2049.0,-77.06125006503939,38.944506775932226,NW
3,0,Hot Water Rad,Y,2.0,10,4,1955.0,,1964,2.0,2004-09-07 00:00:00,271400.0,Q,1,1898.0,1,2 Story,Multi,Average,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,23,4100,2018-07-22 18:01:43,Residential,,,2714 FORT BAKER DRIVE SE,WASHINGTON,DC,20020.0,18S UJ 29207 03722,38.86576297,-76.96859325,Hillcrest,028 A Hillcrest,7604.0,007604 2016,Ward 7,5634.0,-76.96843690633035,38.86561990855653,SE
2,0,Ht Pump,N,,6,3,1980.0,,1980,,2000-08-10 00:00:00,,U,1,,1,,,,,,,,,1,17,401,2018-07-22 18:01:38,Condominium,2386.0,1481.0,,,,20007.0,,38.903308955,-77.058697975,Georgetown,025 I Georgetown,100.0,,Ward 2,1192.0,-77.05870027020613,38.90331640827043,NW
1,0,Forced Air,Y,,2,0,2005.0,,2005,,2017-09-25 00:00:00,223357.0,U,3,,1,,,,,,,,,0,17,238,2018-07-22 18:01:38,Condominium,2661.0,486.0,,,,20024.0,,38.88082098,-77.01427073,Southwest Waterfront,,10500.0,,Ward 6,540.0,-77.0142730131491,38.8808284329871,SW
2,0,Warm Cool,Y,1.0,8,4,1934.0,2003.0,1950,2.0,2015-04-30 00:00:00,,U,4,1402.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,11,2250,2018-07-22 18:01:43,Residential,,,3213 WALBRIDGE PLACE NW,WASHINGTON,DC,20010.0,18S UJ 22727 11217,38.93198243,-77.04517388,Mt. Pleasant,036 A Mt. Pleasant,2702.0,002702 3001,Ward 1,2604.0,-77.04444942218169,38.931058325600084,NW
1,0,Hot Water Rad,N,,3,1,1942.0,,1942,,2016-06-07 00:00:00,425000.0,U,3,,1,,,,,,,,,0,17,490,2018-07-22 18:01:38,Condominium,2396.0,1014.0,,,,20007.0,,38.909759305,-77.05417157,Georgetown,025 H Georgetown,100.0,,Ward 2,1264.0,-77.05417386696527,38.90976675859151,NW
1,1,Hot Water Rad,Y,1.0,5,2,1925.0,1989.0,1954,2.0,2008-12-18 00:00:00,,U,1,1149.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Wood Floor,1.0,0,11,1500,2018-07-22 18:01:43,Residential,,,1129 C STREET NE,WASHINGTON,DC,20002.0,18S UJ 27359 06833,38.89341952,-76.99066072,Old City 1,039 K Old City 1,8100.0,008100 2007,Ward 6,987.0,-76.99093892595322,38.89296027948464,NE
1,0,Ht Pump,Y,,3,1,1960.0,2013.0,1960,,2018-04-25 00:00:00,293900.0,Q,3,,1,,,,,,,,,0,16,320,2018-07-22 18:01:38,Condominium,5054.0,578.0,,,,20010.0,,38.934672695,-77.024940155,Columbia Heights,015 D Columbia Heights,3100.0,,Ward 1,2897.0,-77.02494244186191,38.93468015438402,NW
1,0,Forced Air,Y,,3,1,1962.0,1980.0,1962,,2015-01-16 00:00:00,420000.0,U,4,,1,,,,,,,,,0,17,193,2018-07-22 18:01:38,Condominium,2010.0,641.0,,,,20037.0,,38.9016372,-77.05248123,Foggy Bottom,,5600.0,,Ward 2,28.0,-77.05248353533756,38.90164465416765,NW
