BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,SOURCE,CMPLX_NUM,LIVING_GBA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,WARD,SQUARE,X,Y,QUADRANT
2,0,Ht Pump,Y,,5,2,2007.0,,2007,,2016-08-12 00:00:00,775000.0,Q,4,,1,,,,,,,,,4,16,459,2018-07-22 18:01:38,Condominium,2889.0,1338.0,,,,20003.0,,38.88363022,-76.99219719999998,Capitol Hill,009 B Capitol Hill,6900.0,,Ward 6,972.0,-76.99219948115284,38.883637671192545,SE
1,0,Hot Water Rad,N,1.0,6,2,1927.0,,1943,1.0,,,U,1,1028.0,1,1 Story,Single,Average,Average,Vinyl Siding,Shake,Hardwood,1.0,0,12,4465,2018-07-22 18:01:43,Residential,,,3325 E STREET SE,WASHINGTON,DC,20019.0,18S UJ 30125 05576,38.88264074,-76.95848083,Fort Dupont Park,022 A Fort Dupont Park,7708.0,007708 2016,Ward 7,5452.0,-76.95902807673912,38.882541238510655,SE
1,0,Hot Water Rad,N,1.0,7,3,1930.0,,1954,2.0,,,U,1,1260.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1585,2018-07-22 18:01:43,Residential,,,524 21ST STREET NE,WASHINGTON,DC,20002.0,18S UJ 28760 07183,38.89684608,-76.97460912,Old City 1,039 H Old City 1,7903.0,007903 1007,Ward 7,4525.0,-76.97512930529888,38.89706800734601,NE
2,0,Forced Air,Y,,5,2,1951.0,1972.0,1951,,2015-07-28 00:00:00,615000.0,U,5,,1,,,,,,,,,0,17,1147,2018-07-22 18:01:38,Condominium,1064.0,1666.0,,,,20016.0,,38.93693126,-77.08388758000002,Cleveland Park,,1002.0,,Ward 3,1717.0,-77.0838898847732,38.93693871467485,NW
1,1,Hot Water Rad,N,1.0,6,3,1923.0,,1950,2.0,1998-09-28 00:00:00,,U,1,1444.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,2946,2018-07-22 18:01:43,Residential,,,1228 INGRAHAM STREET NW,WASHINGTON,DC,20011.0,18S UJ 24199 13616,38.95387937,-77.02882265,16th Street Heights,049 C 16th Street Heights,2002.0,002002 3004,Ward 4,2930.0,-77.02869585801558,38.95388652198296,NW
1,0,Hot Water Rad,N,1.0,7,4,1915.0,,1957,2.0,2003-05-28 00:00:00,,U,1,1540.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1870,2018-07-22 18:01:43,Residential,,,637 QUEBEC PLACE NW,WASHINGTON,DC,20010.0,18S UJ 24862 11680,38.93658194,-77.02067696,Columbia Heights,015 C Columbia Heights,3200.0,003200 1001,Ward 1,3034.0,-77.02024606545348,38.93599123538132,NW
3,1,Forced Air,Y,1.0,8,4,2014.0,,2015,2.0,2015-02-11 00:00:00,545625.0,Q,2,1384.0,1,2 Story,Row End,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,11,1269,2018-07-22 18:01:43,Residential,,,171 CONCORD PLACE NE,WASHINGTON,DC,20011.0,18S UJ 26246 14703,38.96408356,-77.00548935,Takoma Park,,9505.0,009505 2010,Ward 4,3719.0,-77.00495743466102,38.96408168191586,NE
1,0,Forced Air,N,1.0,5,2,1947.0,,1947,2.0,2012-06-05 00:00:00,,U,1,800.0,1,2 Story,Row End,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,11,2104,2018-07-22 18:01:43,Residential,,,3479 24TH STREET SE,WASHINGTON,DC,20020.0,18S UJ 28971 01488,38.84559898,-76.9707536,Randle Heights,043 C Randle Heights,7409.0,007409 1002,Ward 8,5896.0,-76.97097069027605,38.84658350104903,SE
1,0,Ht Pump,Y,,3,1,2005.0,,2005,,2005-06-16 00:00:00,5394400.0,U,1,,1,,,,,,,,,0,17,250,2018-07-22 18:01:38,Condominium,3074.0,743.0,,,,20016.0,,38.948745875,-77.081322025,American University,001 B American University,1001.0,,Ward 3,1730.0,-77.08132432916031,38.948753334817376,NW
4,1,Warm Cool,Y,1.0,13,5,1923.0,2013.0,1988,2.0,2015-06-29 00:00:00,2750000.0,Q,3,3428.0,1,2 Story,Single,Exceptional-A,Good,Stucco,Clay Tile,Hardwood,1.0,3,12,4763,2018-07-22 18:01:43,Residential,,,2441 CALIFORNIA STREET NW,WASHINGTON,DC,20008.0,18S UJ 21873 09437,38.91577714,-77.05456256,Kalorama,029 A Kalorama,4100.0,004100 3001,Ward 2,2505.0,-77.05475624618606,38.91613686285204,NW
1,0,Forced Air,Y,,3,1,2003.0,,2003,,2004-12-16 00:00:00,300000.0,Q,1,,1,,,,,,,,,0,17,297,2018-07-22 18:01:38,Condominium,2574.0,604.0,,,,20002.0,,38.89431222,-76.99569866499998,Old City 1,039 K Old City 1,8302.0,,Ward 6,894.0,-76.99570093924758,38.89431967410857,NE
1,0,Forced Air,Y,,2,0,1964.0,1982.0,1964,,2018-05-29 00:00:00,250000.0,Q,2,,1,,,,,,,,,0,17,95,2018-07-22 18:01:38,Condominium,2227.0,421.0,,,,20005.0,,38.907013065,-77.03357597499998,Old City 2,040 C Old City 2,5201.0,,Ward 2,212.0,-77.03357827059531,38.907020521412,NW
1,0,Ht Pump,Y,,4,2,2006.0,2006.0,2006,,2017-11-07 00:00:00,575000.0,Q,4,,1,,,,,,,,,0,17,153,2018-07-22 18:01:38,Condominium,2763.0,978.0,,,,20001.0,,38.90476073,-77.02429751,Old City 2,040 C Old City 2,4902.0,,Ward 2,369.0,-77.02429980189362,38.904768182770574,NW
1,1,Forced Air,Y,1.0,5,2,1870.0,2004.0,1954,2.0,,,U,1,1384.0,1,2 Story,Row Inside,Average,Good,Wood Siding,Metal- Sms,Hardwood,1.0,1,11,1480,2018-07-22 18:01:43,Residential,,,1729 11TH STREET NW,WASHINGTON,DC,20001.0,18S UJ 24279 09126,38.91345888,-77.02674515,Old City 2,040 G Old City 2,4901.0,004901 1003,Ward 6,335.0,-77.02642256026678,38.913442883973715,NW
2,0,Forced Air,Y,,4,2,2005.0,2005.0,2005,,2014-12-09 00:00:00,659000.0,Q,3,,1,,,,,,,,,1,17,184,2018-07-22 18:01:38,Condominium,2706.0,1081.0,,,,20009.0,,38.91742148,-77.02931313,Old City 2,040 F Old City 2,4400.0,,Ward 1,273.0,-77.02931543191539,38.917428931990585,NW
2,1,Forced Air,Y,1.0,6,4,1930.0,1993.0,1967,2.0,2006-12-06 00:00:00,,U,1,1875.0,1,3 Story,Row Inside,Very Good,Average,Common Brick,Slate,Hardwood,1.0,1,11,1814,2018-07-22 18:01:43,Residential,,,1503 44TH STREET NW,WASHINGTON,DC,20007.0,18S UJ 19663 08718,38.90885095,-77.07984773,Foxhall,,802.0,000802 2010,Ward 3,1327.0,-77.08054529401032,38.90995117583466,NW
1,1,Hot Water Rad,N,1.0,8,4,1900.0,,1943,2.0,2018-02-20 00:00:00,429000.0,U,4,1897.0,1,2 Story,Single,Average,Average,Shingle,Comp Shingle,Hardwood,1.0,1,12,5769,2018-07-22 18:01:43,Residential,,,1027 IRVING STREET NE,WASHINGTON,DC,20017.0,18S UJ 27369 10713,38.92836564,-76.99152675,Brookland,007 E Brookland,9301.0,009301 2025,Ward 5,3876.0,-76.99141840858401,38.927893855501644,NE
1,2,Warm Cool,Y,1.0,6,3,1912.0,,1961,2.0,2017-09-21 00:00:00,,U,2,1409.0,1,2 Story,Single,Very Good,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,12,4864,2018-07-22 18:01:43,Residential,,,3315 ROSS PLACE NW,WASHINGTON,DC,20008.0,18S UJ 21373 11492,38.9341773,-77.06086494,Cleveland Park,,600.0,000600 2006,Ward 3,2082.0,-77.05976492597185,38.933980503606136,NW
2,0,Warm Cool,Y,2.0,8,3,1927.0,,1969,2.0,,,U,1,2067.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,2.0,1,24,2741,2018-07-22 18:01:43,Residential,,,1524 12TH STREET NW,WASHINGTON,DC,20005.0,18S UJ 24135 08834,38.91080114,-77.02833044,Old City 2,040 G Old City 2,5001.0,005001 1007,Ward 2,278.0,-77.02866144080069,38.91049436316491,NW
1,1,Forced Air,Y,1.0,5,3,1947.0,,1947,2.0,,,U,1,1152.0,1,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,2833,2018-07-22 18:01:43,Residential,,,3977 CLAY PLACE NE,WASHINGTON,DC,20019.0,18S UJ 31083 06648,38.89248077,-76.94770049,Deanwood,018 A Deanwood,9603.0,009603 2003,Ward 7,5050.0,-76.94911794046924,38.8921311070536,NE
2,1,Hot Water Rad,N,1.0,9,6,1913.0,,1963,3.0,,,U,1,2488.0,1,3 Story,Row Inside,Very Good,Average,Stucco,Metal- Sms,Hardwood,1.0,2,11,1540,2018-07-22 18:01:43,Residential,,,1821 KENYON STREET NW,WASHINGTON,DC,20010.0,18S UJ 22957 10980,38.9298891,-77.04246714,Mt. Pleasant,036 A Mt. Pleasant,2702.0,002702 3009,Ward 1,2599.0,-77.04211778691986,38.930148393667714,NW
3,1,Forced Air,Y,1.0,8,5,1919.0,2006.0,1984,2.0,2016-06-22 00:00:00,835000.0,Q,5,1972.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Carpet,2.0,0,11,3105,2018-07-22 18:01:43,Residential,,,1323 RANDOLPH STREET NW,WASHINGTON,DC,20011.0,18S UJ 23973 11957,38.93889155,-77.03100423,Columbia Heights,015 B Columbia Heights,2502.0,002502 3002,Ward 4,2824.0,-77.03123928080966,38.93925807631247,NW
1,1,Hot Water Rad,N,1.0,4,2,1939.0,2014.0,1964,2.0,,,U,1,984.0,1,2 Story,Row Inside,Average,Average,Common Brick,Neopren,Hardwood/Carp,1.0,0,11,968,2018-07-22 18:01:43,Residential,,,2010 E STREET NE,WASHINGTON,DC,20002.0,18S UJ 28656 07122,38.89627412,-76.97579529,Old City 1,039 H Old City 1,7903.0,007903 1010,Ward 7,4526.0,-76.97556094101327,38.89627296838405,NE
2,2,Warm Cool,Y,1.0,7,3,1900.0,,1960,2.0,2015-04-06 00:00:00,,U,3,1734.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,11,1818,2018-07-22 18:01:43,Residential,,,231 9TH STREET SE,WASHINGTON,DC,20003.0,18S UJ 27055 06080,38.88657598,-76.99397638,Capitol Hill,009 B Capitol Hill,6700.0,006700 3009,Ward 6,923.0,-76.99444212077577,38.88681548031911,SE
7,1,Warm Cool,Y,1.0,10,8,1949.0,2009.0,1971,2.5,2008-10-22 00:00:00,537000.0,U,1,7401.0,1,2.5 Story Fin,Single,Above Average,Good,Stucco,Comp Shingle,Hardwood,1.0,2,12,10455,2018-07-22 18:01:43,Residential,,,2010 YORKTOWN ROAD NW,WASHINGTON,DC,20012.0,18S UJ 22942 17480,38.98842787,-77.04431432,Colonial Village,,1600.0,001600 4001,Ward 4,2755.0,-77.04510104735951,38.990014236885756,NW
3,1,Forced Air,Y,1.0,7,4,1900.0,2009.0,1967,2.0,2013-05-08 00:00:00,740000.0,Q,1,1548.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,11,1440,2018-07-22 18:01:43,Residential,,,636 L STREET NE,WASHINGTON,DC,20002.0,18S UJ 26814 08009,38.9039055,-76.99724542,Old City 1,039 L Old City 1,10600.0,010600 1005,Ward 6,855.0,-76.99742845477027,38.90471156478065,NE
3,1,Forced Air,Y,2.0,7,3,1908.0,2010.0,1969,2.0,2006-06-23 00:00:00,750000.0,Q,1,1790.0,1,2 Story,Row End,Good Quality,Good,Brick/Siding,Neopren,Hardwood,2.0,0,24,1535,2018-07-22 18:01:43,Residential,,,308 10TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 27167 06889,38.89388937,-76.99288979,Old City 1,039 K Old City 1,8100.0,008100 2002,Ward 6,938.0,-76.9929168257848,38.89409536883875,NE
3,0,Hot Water Rad,Y,2.0,10,4,1887.0,2017.0,1984,3.0,2017-12-04 00:00:00,1700000.0,Q,4,2214.0,1,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2.0,3,24,1350,2018-07-22 18:01:43,Residential,,,1821 1/2 SWANN STREET NW,WASHINGTON,DC,20009.0,18S UJ 22927 09321,38.91494712,-77.04238790000002,Old City 2,040 D Old City 2,4202.0,004202 2001,Ward 2,132.0,-77.04250279268146,38.91497962758359,NW
4,0,Hot Water Rad,N,4.0,20,4,1937.0,2012.0,1967,2.0,2011-09-14 00:00:00,335000.0,Q,1,3200.0,1,2 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,4.0,0,23,5006,2018-07-22 18:01:43,Residential,,,812 TAYLOR STREET NE,WASHINGTON,DC,20017.0,18S UJ 27168 12113,38.94093292,-76.99419545,Brookland,007 C Brookland,9504.0,009504 2001,Ward 5,3814.0,-76.9933626241885,38.940942602872546,NE
3,1,Hot Water Rad,Y,2.0,10,3,1891.0,2003.0,1982,2.0,2016-09-12 00:00:00,1300000.0,Q,3,1727.0,1,2 Story,Row Inside,Good Quality,Very Good,Brick/Stone,Metal- Sms,Hardwood,2.0,2,24,1598,2018-07-22 18:01:43,Residential,,,114 12TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 27365 06547,38.89084618,-76.99052008,Old City 1,039 K Old City 1,8100.0,008100 3009,Ward 6,988.0,-76.9908772829513,38.89112863840032,NE
1,0,Hot Water Rad,N,1.0,5,2,1942.0,,1954,2.0,1992-11-05 00:00:00,81000.0,Q,1,832.0,1,2 Story,Row End,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1523,2018-07-22 18:01:43,Residential,,,3315 BLAINE STREET NE,WASHINGTON,DC,20019.0,18S UJ 30042 06597,38.89181539,-76.95969019,Lily Ponds,032 B Lily Ponds,9604.0,009604 1001,Ward 7,5000.0,-76.95940823080286,38.89118931578989,NE
3,1,Forced Air,Y,1.0,7,5,1935.0,2003.0,1972,2.5,2012-06-11 00:00:00,1060000.0,Q,1,2718.0,1,2.5 Story Fin,Single,Very Good,Good,Brick/Stucco,Comp Shingle,Hardwood,1.0,1,12,5304,2018-07-22 18:01:43,Residential,,,4604 46TH STREET NW,WASHINGTON,DC,20016.0,18S UJ 18813 13308,38.95000999,-77.09086322,American University,001 B American University,1001.0,001001 3001,Ward 3,1547.0,-77.09161185440263,38.950418280009934,NW
2,0,Ht Pump,Y,,4,2,2016.0,,2016,,2017-05-15 00:00:00,804215.0,U,2,,1,,,,,,,,,0,17,114,2018-07-22 18:01:38,Condominium,5309.0,1075.0,,,,20001.0,,38.90659285,-77.02640222,Old City 2,040 C Old City 2,4902.0,,Ward 2,340.0,-77.02640450691715,38.906600300192615,NW
1,0,Warm Cool,Y,,3,1,1959.0,,1959,,2016-03-29 00:00:00,345500.0,U,4,,1,,,,,,,,,0,17,246,2018-07-22 18:01:38,Condominium,2303.0,693.0,,,,20002.0,,38.89324913500001,-77.00131166999998,Capitol Hill,009 C Capitol Hill,8200.0,,Ward 6,783.0,-77.00131394729067,38.89325658528424,NE
4,0,Forced Air,N,4.0,16,8,1942.0,,1943,2.0,1996-07-30 00:00:00,112000.0,Q,1,2800.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,23,3804,2018-07-22 18:01:43,Residential,,,305 34TH STREET SE,WASHINGTON,DC,20019.0,18S UJ 30193 05915,38.88570307,-76.95777573,Fort Dupont Park,022 A Fort Dupont Park,7708.0,007708 2009,Ward 7,5432.0,-76.95836968026214,38.88540273489253,SE
2,2,Hot Water Rad,Y,1.0,6,3,1926.0,2015.0,1969,2.0,2007-09-13 00:00:00,,U,1,1981.0,1,2 Story,Single,Good Quality,Average,Brick/Siding,Comp Shingle,Hardwood,1.0,1,12,5329,2018-07-22 18:01:43,Residential,,,5524 NEBRASKA AVENUE NW,WASHINGTON,DC,20015.0,18S UJ 21223 14875,38.96461723,-77.06347651,Chevy Chase,011 C Chevy Chase,1401.0,001401 1006,Ward 4,2296.0,-77.06356954179395,38.964624689973476,NW
2,1,Forced Air,N,1.0,7,3,1960.0,,1971,1.0,2016-09-27 00:00:00,,U,2,1179.0,1,1 Story,Single,Average,Average,Brick/Siding,Comp Shingle,Hardwood,1.0,1,12,4136,2018-07-22 18:01:43,Residential,,,4831 MEADE STREET NE,WASHINGTON,DC,20019.0,18S UJ 32454 08106,38.90587368,-76.93226121,Deanwood,018 B Deanwood,7806.0,007806 2017,Ward 7,5158.0,-76.93291515823556,38.90541605908812,NE
2,1,Forced Air,Y,1.0,6,3,2008.0,,2011,2.0,2009-07-22 00:00:00,315000.0,Q,1,1632.0,1,2 Story,Row Inside,Above Average,Very Good,Vinyl Siding,Comp Shingle,Carpet,1.0,0,11,2145,2018-07-22 18:01:43,Residential,,,5023 KIMI GRAY COURT SE,WASHINGTON,DC,20019.0,18S UJ 32550 05451,38.881982,-76.93050762,Marshall Heights,033 B Marshall Heights,9904.0,009904 2009,Ward 7,5318.0,-76.93048704835654,38.881992086884615,SE
2,1,Warm Cool,Y,1.0,6,3,1951.0,2016.0,1972,1.0,1997-06-23 00:00:00,220000.0,Q,1,1572.0,1,1 Story,Single,Above Average,Good,Common Brick,Slate,Wood Floor,1.0,1,12,7554,2018-07-22 18:01:43,Residential,,,2268 SUDBURY ROAD NW,WASHINGTON,DC,20012.0,18S UJ 22756 17760,38.99090759,-77.04653959999997,Colonial Village,,1600.0,001600 4025,Ward 4,2754.0,-77.04633877780684,38.989509434006436,NW
2,0,Ht Pump,Y,,4,2,1905.0,1979.0,1905,,2015-04-21 00:00:00,647000.0,Q,6,,1,,,,,,,,,0,16,601,2018-07-22 18:01:38,Condominium,2066.0,1136.0,,,,20009.0,,38.916170075,-77.040092055,Old City 2,040 D Old City 2,4201.0,,Ward 2,151.0,-77.04009434832557,38.91617752904783,NW
2,0,Warm Cool,Y,1.0,7,3,1942.0,2007.0,1967,2.0,2015-07-22 00:00:00,,U,5,1088.0,1,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,11,2692,2018-07-22 18:01:43,Residential,,,845 CRITTENDEN STREET NE,WASHINGTON,DC,20017.0,18S UJ 27267 12794,38.94708607,-76.99322640000003,Brookland,007 B Brookland,9509.0,009509 2011,Ward 5,3794.0,-76.9937913112262,38.94678755035313,NE
2,0,Forced Air,Y,1.0,6,4,1910.0,2005.0,1967,2.0,2015-11-24 00:00:00,,U,4,1254.0,1,2 Story,Row End,Above Average,Good,Common Brick,Metal- Pre,Hardwood,1.0,0,11,1126,2018-07-22 18:01:43,Residential,,,1006 10TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 27194 07888,38.90289223,-76.99283574,Old City 1,039 L Old City 1,8410.0,008410 1009,Ward 6,931.0,-76.99322301446237,38.90329102465529,NE
3,0,Warm Cool,Y,,6,3,1900.0,2011.0,1919,,2012-04-03 00:00:00,545000.0,Q,1,,1,,,,,,,,,1,16,655,2018-07-22 18:01:38,Condominium,4052.0,1517.0,,,,20001.0,,38.91310704,-77.01574769999998,Old City 2,040 A Old City 2,4600.0,,Ward 5,519.0,-77.01574999027719,38.9131144988194,NW
1,0,Forced Air,Y,1.0,5,2,1900.0,,1954,2.0,1995-08-17 00:00:00,86500.0,Q,1,1140.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,933,2018-07-22 18:01:43,Residential,,,1354 CONSTITUTION AVENUE NE,WASHINGTON,DC,20002.0,18S UJ 27747 06689,38.89219682,-76.9861542,Old City 1,039 F Old City 1,8002.0,008002 2007,Ward 6,1033.0,-76.98663805953788,38.89292110557724,NE
1,0,Hot Water Rad,N,1.0,7,3,1925.0,,1947,2.0,,,U,1,1106.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,13,1419,2018-07-22 18:01:43,Residential,,,602 SOMERSET PLACE NW,WASHINGTON,DC,20011.0,18S UJ 24877 15010,38.96656775,-77.02135919,Brightwood,006 C Brightwood,1901.0,001901 3008,Ward 4,3198.0,-77.02117442432639,38.96671767346592,NW
2,0,Warm Cool,Y,1.0,6,3,1950.0,,1963,2.0,2015-05-19 00:00:00,495000.0,Q,2,1544.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,12,4900,2018-07-22 18:01:43,Residential,,,4853 QUEENS CHAPEL TERRACE NE,WASHINGTON,DC,20017.0,18S UJ 28246 12909,38.94831847,-76.98196276,Michigan Park,,9503.0,009503 1011,Ward 5,4175.0,-76.98171449791148,38.94844894625261,NE
1,0,Ht Pump,Y,,3,1,1925.0,2010.0,1925,,2012-08-01 00:00:00,299000.0,Q,1,,1,,,,,,,,,0,16,584,2018-07-22 18:01:38,Condominium,1376.0,703.0,,,,20010.0,,38.933748655,-77.028814995,Columbia Heights,015 D Columbia Heights,2900.0,,Ward 1,2833.0,-77.02881728811829,38.93375611700989,NW
2,0,Forced Air,Y,1.0,6,3,2000.0,2013.0,2006,2.0,2013-08-06 00:00:00,605500.0,Q,1,1260.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,11,1930,2018-07-22 18:01:43,Residential,,,816 10TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 27188 07661,38.90084842,-76.99284137,Old City 1,039 L Old City 1,8410.0,008410 1017,Ward 6,933.0,-76.9932582098297,38.90081945298296,NE
1,0,Forced Air,Y,1.0,5,2,1941.0,2004.0,1954,2.0,,,U,1,870.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,828,2018-07-22 18:01:43,Residential,,,5024 JUST STREET NE,WASHINGTON,DC,20019.0,18S UJ 32688 07774,38.90291405,-76.929487,Deanwood,018 B Deanwood,7809.0,007809 1001,Ward 7,5176.0,-76.92872104435122,38.90267575000168,NE
2,0,Ht Pump,Y,,4,2,1980.0,,1980,,2014-07-28 00:00:00,,U,4,,1,,,,,,,,,0,16,351,2018-07-22 18:01:38,Condominium,2388.0,857.0,,,,20007.0,,38.90552386,-77.06562295,Georgetown,025 E Georgetown,202.0,,Ward 2,1206.0,-77.06562525031387,38.905531312939466,NW
2,0,Warm Cool,Y,1.0,8,3,1925.0,,1954,2.0,2010-03-25 00:00:00,,U,1,1130.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1466,2018-07-22 18:01:43,Residential,,,442 BUCHANAN STREET NW,WASHINGTON,DC,20011.0,18S UJ 25036 12741,38.94616562,-77.01894859,Petworth,042 C Petworth,2301.0,002301 1000,Ward 4,3248.0,-77.0184352340534,38.94588124816325,NW
1,0,Warm Cool,Y,,5,2,1959.0,2005.0,1959,,2012-11-19 00:00:00,,U,1,,1,,,,,,,,,0,17,765,2018-07-22 18:01:38,Condominium,2753.0,974.0,,,,20007.0,,38.9202441,-77.0751272,Glover Park,,300.0,,Ward 3,1301.0,-77.07512949882778,38.92025155961024,NW
1,1,Warm Cool,Y,,4,2,1978.0,,1978,,2016-07-07 00:00:00,,U,2,,1,,,,,,,,,1,16,1811,2018-07-22 18:01:38,Condominium,3031.0,982.0,,,,20018.0,,38.92506979,-76.95977097,Fort Lincoln,,9000.0,,Ward 5,4325.0,-76.95977324227054,38.925077248824046,NE
1,0,Forced Air,Y,,3,1,2000.0,2000.0,1900,,2005-05-02 00:00:00,371000.0,Q,1,,1,,,,,,,,,1,16,235,2018-07-22 18:01:38,Condominium,2506.0,646.0,,,,20001.0,,38.91724468,-77.02738455,Old City 2,040 F Old City 2,4400.0,,Ward 1,304.0,-77.02738683545661,38.91725213304133,NW
1,0,Hot Water Rad,N,1.0,6,3,1927.0,2000.0,1954,2.0,2009-09-25 00:00:00,,U,1,1216.0,1,2 Story,Row Inside,Average,Average,Brick/Siding,Built Up,Hardwood,1.0,0,11,2400,2018-07-22 18:01:43,Residential,,,754 19TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 28605 07482,38.89950772,-76.97646605,Trinidad,052 C Trinidad,8904.0,008904 2006,Ward 5,4507.0,-76.97725044442403,38.89964161967971,NE
1,0,Warm Cool,Y,1.0,5,2,1941.0,1987.0,1954,2.0,,,U,1,986.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1796,2018-07-22 18:01:43,Residential,,,4944 JAY STREET NE,WASHINGTON,DC,20019.0,18S UJ 32656 07673,38.902015399999996,-76.92982198,Deanwood,018 B Deanwood,7809.0,007809 1002,Ward 7,5176.0,-76.92872104435122,38.90267575000168,NE
2,1,Hot Water Rad,Y,1.0,6,3,1900.0,2007.0,1969,2.0,2014-08-28 00:00:00,761500.0,Q,2,1440.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Wood Floor,1.0,1,11,1120,2018-07-22 18:01:43,Residential,,,915 F STREET NE,WASHINGTON,DC,20002.0,18S UJ 27151 07251,38.89714132,-76.99316636,Old City 1,039 K Old City 1,8402.0,008402 2007,Ward 6,936.0,-76.99332974628841,38.89694979617006,NE
3,0,Forced Air,Y,1.0,8,3,1934.0,2014.0,1969,2.0,2015-03-02 00:00:00,540000.0,Q,3,1457.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,11,1800,2018-07-22 18:01:43,Residential,,,5223 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20011.0,18S UJ 25762 13601,38.9540552,-77.01078784,Petworth,042 C Petworth,2102.0,002102 2008,Ward 4,3397.0,-77.01045023950041,38.95382865773829,NW
1,0,Hot Water Rad,N,1.0,6,3,1930.0,,1954,2.0,2005-06-10 00:00:00,,U,1,1144.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1464,2018-07-22 18:01:43,Residential,,,516 25TH PLACE NE,WASHINGTON,DC,20002.0,18S UJ 28997 07151,38.89660628,-76.97187393,Old City 1,039 H Old City 1,7903.0,007903 1001,Ward 7,4517.0,-76.9719867101397,38.897081144072736,NE
1,0,Warm Cool,Y,1.0,7,4,1911.0,,1954,3.0,2002-02-20 00:00:00,,U,1,2167.0,1,3 Story,Single,Very Good,Average,Vinyl Siding,Shake,Hardwood,1.0,1,12,4063,2018-07-22 18:01:43,Residential,,,3805 FULTON STREET NW,WASHINGTON,DC,20007.0,18S UJ 20124 10660,38.92643732,-77.07504039,Observatory Circle,,701.0,000701 4005,Ward 3,1813.0,-77.07604880945868,38.92691149517111,NW
1,1,Hot Water Rad,N,1.0,6,3,1935.0,,1967,2.0,2016-06-16 00:00:00,,U,2,1309.0,1,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,12,4897,2018-07-22 18:01:43,Residential,,,5718 1ST STREET NW,WASHINGTON,DC,20011.0,18S UJ 25683 14197,38.95940519,-77.01185786,Chillum,,2102.0,002102 1001,Ward 4,3385.0,-77.01222358087122,38.95920474764204,NW
